epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
78,36095.6,0.84539,0.88835,1.17355,0.76936,0.81733,0.7685,0.84198,0.63782,0.88906,0.75043,1.14419,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,36524.4,0.84555,0.88818,1.1729,0.76628,0.81644,0.76931,0.84217,0.63793,0.88903,0.74973,1.14418,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,36968.1,0.84442,0.88373,1.17256,0.76679,0.81399,0.77326,0.84253,0.63761,0.88859,0.74898,1.14369,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,39817.6,0.83303,0.87487,1.16788,0.7615,0.81717,0.77065,0.84275,0.63783,0.88831,0.74825,1.14338,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,40245.1,0.83588,0.87831,1.16996,0.75377,0.81779,0.77014,0.84291,0.63825,0.88811,0.74788,1.14316,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,40697.7,0.83597,0.87149,1.16682,0.75355,0.81941,0.77049,0.8434,0.63863,0.88771,0.74753,1.14276,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,41157.4,0.83311,0.86478,1.16513,0.74977,0.81758,0.77147,0.84353,0.63895,0.88764,0.74719,1.14264,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,41595.6,0.83042,0.86345,1.16494,0.74612,0.81754,0.77054,0.84389,0.63932,0.88747,0.74646,1.14255,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,42028,0.82423,0.85498,1.16068,0.74695,0.81692,0.77137,0.84399,0.63974,0.8874,0.74579,1.14248,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,42444.6,0.82613,0.85235,1.16066,0.74148,0.81734,0.77181,0.84409,0.6396,0.88726,0.74514,1.14239,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,42894.4,0.82157,0.84577,1.15528,0.73596,0.82078,0.76933,0.84426,0.64027,0.8869,0.74454,1.14194,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,43323.8,0.8151,0.83413,1.15413,0.73745,0.82041,0.7689,0.84429,0.64031,0.88667,0.74393,1.14167,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,43741.5,0.81768,0.83537,1.15575,0.7328,0.82104,0.76806,0.84449,0.64022,0.88645,0.7434,1.14143,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,44184.2,0.76393,0.67145,1.11446,0.74601,0.82051,0.76778,0.8444,0.64019,0.88618,0.74294,1.14124,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,44613.2,0.75196,0.64841,1.10607,0.70487,0.81799,0.77119,0.84465,0.64056,0.88563,0.74225,1.14087,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,45025.2,0.7473,0.63968,1.10151,0.69693,0.82227,0.76701,0.84437,0.64055,0.88549,0.74156,1.14077,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,45445.7,0.74233,0.63244,1.0983,0.68412,0.82218,0.76736,0.84474,0.64072,0.88514,0.74073,1.14041,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,45859.1,0.73613,0.62214,1.09264,0.68344,0.82438,0.76687,0.84491,0.64089,0.88488,0.73979,1.14027,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,46274.4,0.73277,0.62123,1.09271,0.678,0.82445,0.76745,0.84488,0.64106,0.88447,0.73915,1.13987,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,46714.2,0.72748,0.60978,1.08875,0.67441,0.82559,0.7676,0.84505,0.64143,0.88412,0.73835,1.13966,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,47136.2,0.72609,0.60823,1.0866,0.6694,0.82575,0.76762,0.84513,0.64166,0.88375,0.73784,1.13943,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,47572.7,0.71969,0.60148,1.08253,0.66683,0.82446,0.77012,0.84523,0.64209,0.88344,0.73755,1.13911,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,48002.7,0.71928,0.5961,1.08066,0.66384,0.82412,0.76986,0.84528,0.64273,0.88321,0.73687,1.13892,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
