epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,616.868,1.01901,2.40858,1.28424,0.43672,0.63434,0.61368,0.64189,0.4261,1.07708,1.34558,1.2939,0.00999034,0.00333011,0.00999034,0.00333011,0.00999034,0.00333011,0.00999034,0.00333011
2,1176.39,1.10424,1.87054,1.3528,0.23739,0.59687,0.5461,0.57289,0.36494,1.18655,1.55802,1.41228,0.0197924,0.00659748,0.0197924,0.00659748,0.0197924,0.00659748,0.0197924,0.00659748
3,1667.06,1.20207,1.99955,1.43899,0.1924,0.43189,0.32428,0.30377,0.1741,1.45463,2.34761,1.71516,0.0293965,0.00979884,0.0293965,0.00979884,0.0293965,0.00979884,0.0293965,0.00979884
4,2123.31,1.25389,2.00067,1.48299,0.17347,0.54351,0.50061,0.51237,0.31745,1.28171,1.59325,1.51016,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,2602.67,1.20112,1.81126,1.43896,0.15975,0.58817,0.53275,0.55067,0.35156,1.21109,1.49474,1.42867,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,3227.36,1.16766,1.69222,1.41137,0.15154,0.61433,0.57799,0.59803,0.39344,1.16306,1.3879,1.39589,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,3665.34,1.13846,1.60839,1.39161,0.14659,0.66656,0.57316,0.63115,0.41857,1.13837,1.32527,1.36112,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,4151.21,1.1195,1.54711,1.37734,0.14218,0.68513,0.61434,0.67154,0.45351,1.10394,1.22162,1.33585,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,4601.93,1.0906,1.48591,1.35366,0.13879,0.70593,0.62717,0.69695,0.47647,1.09511,1.16203,1.32405,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,5037.21,1.08464,1.45732,1.3505,0.13676,0.71024,0.65468,0.72324,0.4998,1.06742,1.07382,1.29796,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,5539.97,1.07115,1.42115,1.33875,0.1345,0.71023,0.65887,0.71558,0.49639,1.06091,1.08146,1.28804,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,6019.64,1.05538,1.39232,1.32813,0.13285,0.74142,0.66003,0.73232,0.50945,1.04139,1.04869,1.28374,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,6656.52,1.0419,1.35886,1.3213,0.1305,0.73964,0.67171,0.73996,0.51558,1.03842,1.03895,1.27415,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,7305.3,1.03376,1.33543,1.31324,0.12918,0.75455,0.66335,0.74404,0.5288,1.00456,1.02038,1.2469,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,7870.7,1.03232,1.31891,1.3099,0.1276,0.76123,0.66236,0.74811,0.5335,1.00904,0.98103,1.24182,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,8385.33,1.02191,1.29624,1.30333,0.12671,0.76072,0.68784,0.76369,0.54612,0.99813,0.97007,1.23708,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,8865.73,1.00745,1.27328,1.29325,0.12542,0.76905,0.69559,0.77246,0.5547,0.99257,0.95262,1.23692,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,9374.34,1.00728,1.25657,1.29008,0.12437,0.76155,0.69586,0.77029,0.55437,0.98146,0.94032,1.22073,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,9856.25,1.00105,1.24449,1.2884,0.12343,0.76726,0.70133,0.77755,0.56526,0.97588,0.93904,1.21651,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,10395.5,0.99586,1.22834,1.28237,0.12251,0.7745,0.70991,0.78511,0.56957,0.96663,0.91862,1.21282,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,10923.7,0.9927,1.22455,1.2797,0.122,0.77556,0.70735,0.78655,0.57265,0.96346,0.91005,1.20813,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
