epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,762.914,1.49002,0.91816,0.01017,0.69534,0.66607,0.68626,0.34901,1.92093,1.16219,0.023,0.000424187,0.000424187,0.000424187
43,780.196,1.48114,0.92236,0.01007,0.69166,0.63034,0.69658,0.34567,1.97517,1.10659,0.02416,0.000417119,0.000417119,0.000417119
44,797.439,1.45948,0.88824,0.01007,0.68212,0.70457,0.68528,0.34118,1.93958,1.21887,0.02363,0.00041005,0.00041005,0.00041005
45,814.566,1.44503,0.90088,0.00966,0.70988,0.62815,0.66256,0.34194,1.91034,1.20665,0.0237,0.000402982,0.000402982,0.000402982
46,831.52,1.44677,0.90007,0.00978,0.6949,0.63199,0.65606,0.34991,1.84517,1.25729,0.02213,0.000395913,0.000395913,0.000395913
47,848.798,1.45354,0.86828,0.00968,0.72797,0.60602,0.66363,0.34736,1.93389,1.13622,0.0247,0.000388844,0.000388844,0.000388844
48,865.904,1.45199,0.85754,0.00982,0.73341,0.64876,0.68272,0.34774,1.92386,1.18786,0.0238,0.000381776,0.000381776,0.000381776
49,883.102,1.44316,0.85682,0.01009,0.66072,0.63093,0.65386,0.33512,1.93607,1.25439,0.02352,0.000374707,0.000374707,0.000374707
50,900.168,1.45682,0.8837,0.00974,0.70603,0.65252,0.66613,0.34651,1.94014,1.18859,0.02433,0.000367639,0.000367639,0.000367639
51,917.258,1.42552,0.85437,0.00952,0.63305,0.64937,0.64596,0.35956,1.87173,1.16354,0.02289,0.00036057,0.00036057,0.00036057
52,934.263,1.40261,0.85892,0.00917,0.61909,0.66502,0.66065,0.35637,1.88638,1.18093,0.02293,0.000353501,0.000353501,0.000353501
53,951.244,1.43234,0.82621,0.00921,0.72963,0.62946,0.67202,0.36162,1.93023,1.14438,0.02297,0.000346433,0.000346433,0.000346433
54,968.269,1.41337,0.85532,0.00926,0.77517,0.63493,0.64846,0.35263,1.89838,1.15922,0.02278,0.000339364,0.000339364,0.000339364
55,985.385,1.42118,0.84339,0.0096,0.69334,0.65797,0.66572,0.36073,1.89167,1.1444,0.02258,0.000332296,0.000332296,0.000332296
56,1002.47,1.38437,0.82196,0.00888,0.66348,0.62894,0.6563,0.34936,1.87652,1.17204,0.02245,0.000325227,0.000325227,0.000325227
57,1019.61,1.38466,0.81544,0.00903,0.66019,0.68721,0.67427,0.34927,1.92302,1.14243,0.02325,0.000318158,0.000318158,0.000318158
58,1036.88,1.40332,0.81854,0.0093,0.57108,0.69299,0.6442,0.3496,1.8936,1.2389,0.02276,0.00031109,0.00031109,0.00031109
59,1053.98,1.39433,0.83161,0.00896,0.67781,0.65388,0.65715,0.34548,1.93336,1.25182,0.02337,0.000304021,0.000304021,0.000304021
60,1071.14,1.38713,0.81275,0.0091,0.7155,0.63997,0.67378,0.34959,1.89353,1.24322,0.02268,0.000296953,0.000296953,0.000296953
61,1088.38,1.36575,0.8044,0.00905,0.80255,0.61124,0.6797,0.35392,1.89724,1.16126,0.02322,0.000289884,0.000289884,0.000289884
62,1105.51,1.37461,0.81471,0.009,0.65681,0.66933,0.67338,0.35373,1.90573,1.16768,0.02337,0.000282815,0.000282815,0.000282815
63,1122.78,1.3672,0.77263,0.00882,0.65058,0.63537,0.66785,0.36696,1.91212,1.12912,0.02317,0.000275747,0.000275747,0.000275747
64,1140.01,1.36773,0.78142,0.00886,0.76813,0.68686,0.70613,0.35929,1.97598,1.11137,0.02424,0.000268678,0.000268678,0.000268678
65,1157.33,1.35406,0.78103,0.00875,0.72347,0.64431,0.68273,0.36419,1.92834,1.14019,0.02338,0.00026161,0.00026161,0.00026161
66,1174.5,1.32841,0.76893,0.00871,0.69073,0.66865,0.66492,0.34474,1.9292,1.21606,0.02267,0.000254541,0.000254541,0.000254541
67,1191.76,1.35151,0.76454,0.0085,0.67127,0.69077,0.66607,0.34418,1.93598,1.30217,0.02347,0.000247472,0.000247472,0.000247472
68,1209.09,1.34473,0.76959,0.00873,0.68989,0.66003,0.67889,0.3582,1.89782,1.14021,0.02316,0.000240404,0.000240404,0.000240404
69,1226.32,1.34128,0.76361,0.00843,0.64076,0.63514,0.65243,0.34926,1.92765,1.18525,0.02361,0.000233335,0.000233335,0.000233335
70,1243.36,1.31777,0.75139,0.00881,0.67727,0.62179,0.66226,0.34587,1.95665,1.12349,0.02416,0.000226267,0.000226267,0.000226267
71,1260.18,1.31645,0.74353,0.00844,0.60046,0.67277,0.6562,0.35121,1.89249,1.18856,0.02281,0.000219198,0.000219198,0.000219198
72,1276.62,1.32756,0.7528,0.00838,0.70733,0.69222,0.70009,0.36122,1.92904,1.12185,0.02417,0.000212129,0.000212129,0.000212129
73,1293.22,1.3227,0.77451,0.00854,0.71089,0.63399,0.67984,0.35624,1.91219,1.16617,0.02343,0.000205061,0.000205061,0.000205061
