epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,174.657,1.76217,3.31081,0.0254,0.49904,0.38458,0.39075,0.23411,1.56774,2.05211,0.02985,0.00996139,0.00332046,0.00996139,0.00332046,0.00996139,0.00332046,0.00996139,0.00332046
2,348.787,1.3899,2.07211,0.01848,0.5758,0.46349,0.48626,0.30644,1.45198,1.82794,0.02714,0.0197638,0.00658792,0.0197638,0.00658792,0.0197638,0.00658792,0.0197638,0.00658792
3,523.298,1.35375,1.95531,0.01785,0.51259,0.36269,0.38899,0.22878,1.5402,2.03122,0.03019,0.0293682,0.00978938,0.0293682,0.00978938,0.0293682,0.00978938,0.0293682,0.00978938
4,698.56,1.37083,2.00283,0.0183,0.55844,0.43805,0.46052,0.27378,1.47786,1.85245,0.02851,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,881.882,1.35001,1.95489,0.01789,0.57979,0.47473,0.50091,0.30869,1.43179,1.72834,0.02687,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,1062.38,1.33522,1.92077,0.01778,0.58549,0.44651,0.48454,0.29874,1.45016,1.77386,0.0274,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,1250.06,1.32522,1.88477,0.01746,0.61237,0.47532,0.52266,0.32854,1.42442,1.67077,0.02638,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1448.83,1.31638,1.85155,0.01734,0.57681,0.4612,0.49924,0.31165,1.41066,1.70106,0.02654,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1654.54,1.29628,1.82404,0.01716,0.5883,0.48198,0.51446,0.3169,1.4037,1.69809,0.02636,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1840.46,1.29165,1.8075,0.01686,0.65266,0.5305,0.58478,0.38072,1.33384,1.5013,0.02455,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
