epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
82,49998.8,0.82771,0.85224,1.16088,1.21645,0.82513,0.77199,0.84858,0.6468,0.88165,0.72839,1.13372,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,50523.9,0.82432,0.84477,1.15652,1.21417,0.8241,0.77311,0.84865,0.64675,0.88141,0.72794,1.13344,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,51042.6,0.82276,0.84055,1.15565,1.21029,0.81967,0.77685,0.8489,0.64673,0.88143,0.72761,1.13334,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,51569.7,0.81995,0.83369,1.15465,1.20797,0.82018,0.77717,0.84862,0.64672,0.88157,0.72702,1.13343,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,52086.4,0.81613,0.83139,1.15167,1.20622,0.82436,0.77215,0.84839,0.64669,0.88156,0.72649,1.13337,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,52734,0.81673,0.82623,1.151,1.20514,0.82256,0.77439,0.84858,0.64644,0.8814,0.72606,1.13312,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,53522.1,0.81257,0.82341,1.14677,1.19736,0.82159,0.77412,0.84823,0.64671,0.88145,0.72584,1.1331,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,54089.6,0.80652,0.81196,1.14497,1.19532,0.82159,0.77414,0.8482,0.64657,0.88125,0.72535,1.13281,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,54604,0.80834,0.81109,1.14651,1.19171,0.82234,0.77469,0.84843,0.64672,0.88132,0.72512,1.13287,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,55143.2,0.75239,0.65154,1.10375,1.13772,0.82345,0.77411,0.84893,0.64691,0.88105,0.72465,1.13257,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,55641.2,0.73859,0.62781,1.09162,1.04457,0.82715,0.76845,0.849,0.6475,0.88099,0.72407,1.13246,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,56127.1,0.73465,0.62019,1.088,1.02566,0.82823,0.76889,0.84901,0.64771,0.88079,0.72357,1.13228,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,56603.4,0.72952,0.6131,1.08422,1.01473,0.82713,0.77211,0.84935,0.64789,0.8807,0.72288,1.13211,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,57060.4,0.72454,0.60343,1.0811,1.00056,0.82615,0.77387,0.84951,0.6482,0.88041,0.72224,1.13184,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,57513.7,0.71909,0.59972,1.07866,0.99582,0.82454,0.77493,0.84947,0.64829,0.88008,0.72189,1.1316,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,57964.4,0.7164,0.59147,1.07599,0.99085,0.82706,0.77326,0.84937,0.64836,0.87974,0.72136,1.13137,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,58417,0.71417,0.59043,1.07565,0.98805,0.82649,0.77397,0.84952,0.64866,0.87967,0.72099,1.13134,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,58857.8,0.70731,0.58184,1.06969,0.98208,0.82403,0.77635,0.84999,0.6489,0.87959,0.72025,1.13128,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,59327.2,0.70493,0.57668,1.06706,0.97602,0.82892,0.77278,0.85002,0.64893,0.87947,0.71991,1.1312,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
