epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,678.11,1.61504,1.21085,0.01167,0.70783,0.61211,0.69141,0.35483,1.85429,1.24217,0.02347,0.000569094,0.000569094,0.000569094
43,693.194,1.59346,1.25434,0.01133,0.65779,0.5861,0.65202,0.34957,1.77897,1.28354,0.02303,0.000565559,0.000565559,0.000565559
44,708.187,1.58271,1.19012,0.01152,0.5964,0.58305,0.65909,0.35088,1.81512,1.3368,0.02261,0.000562025,0.000562025,0.000562025
45,723.274,1.56523,1.1773,0.01096,0.65252,0.62574,0.6728,0.34203,1.89791,1.28355,0.0244,0.000558491,0.000558491,0.000558491
46,738.337,1.56823,1.17664,0.01112,0.62321,0.7094,0.70228,0.35865,1.83725,1.19096,0.02292,0.000554956,0.000554956,0.000554956
47,753.344,1.57438,1.14744,0.01104,0.6476,0.64889,0.70794,0.36442,1.82717,1.21056,0.02335,0.000551422,0.000551422,0.000551422
48,768.611,1.56334,1.13073,0.01105,0.68517,0.60726,0.68063,0.34061,1.94177,1.39711,0.02433,0.000547888,0.000547888,0.000547888
49,783.678,1.56873,1.13479,0.01122,0.63232,0.69407,0.70439,0.36169,1.82297,1.26087,0.02217,0.000544354,0.000544354,0.000544354
50,798.881,1.57527,1.13748,0.01106,0.67666,0.69881,0.71597,0.35714,1.87895,1.27329,0.02318,0.000540819,0.000540819,0.000540819
51,813.856,1.55003,1.11681,0.01106,0.70281,0.60253,0.69196,0.36773,1.80622,1.32059,0.02236,0.000537285,0.000537285,0.000537285
52,829.088,1.56279,1.1329,0.01095,0.66427,0.62035,0.6908,0.37884,1.80562,1.16489,0.02237,0.000533751,0.000533751,0.000533751
53,844.114,1.55541,1.08529,0.01051,0.71868,0.57688,0.66717,0.34816,1.85004,1.29879,0.02254,0.000530216,0.000530216,0.000530216
54,859.125,1.55456,1.08994,0.01072,0.54936,0.61262,0.59829,0.30421,1.8903,1.47975,0.02282,0.000526682,0.000526682,0.000526682
55,874.209,1.55447,1.07366,0.01101,0.57705,0.62508,0.64729,0.33296,1.87679,1.37116,0.02217,0.000523148,0.000523148,0.000523148
56,889.194,1.52849,1.03843,0.01047,0.66955,0.63612,0.67643,0.35334,1.85054,1.22113,0.02272,0.000519613,0.000519613,0.000519613
57,904.258,1.52445,1.05795,0.0105,0.70418,0.64313,0.70611,0.36089,1.87094,1.22758,0.02262,0.000516079,0.000516079,0.000516079
58,919.233,1.52716,1.02807,0.01053,0.60803,0.66187,0.69101,0.35382,1.85801,1.28875,0.02282,0.000512545,0.000512545,0.000512545
59,934.276,1.51665,1.0503,0.01018,0.63466,0.58893,0.65152,0.33166,1.87269,1.32805,0.02244,0.000509011,0.000509011,0.000509011
60,949.443,1.50769,1.03977,0.0103,0.69467,0.61109,0.69523,0.36181,1.8187,1.26853,0.02225,0.000505476,0.000505476,0.000505476
61,964.445,1.50857,0.98986,0.01049,0.64937,0.67955,0.67704,0.34333,1.89621,1.28428,0.02303,0.000501942,0.000501942,0.000501942
62,979.672,1.5025,1.02805,0.01034,0.64834,0.68422,0.70445,0.38093,1.85577,1.19511,0.02221,0.000498408,0.000498408,0.000498408
63,994.988,1.48922,0.96412,0.00996,0.66138,0.69212,0.71334,0.37487,1.88188,1.03538,0.02229,0.000494873,0.000494873,0.000494873
64,1010.04,1.51163,0.98532,0.01033,0.70122,0.59701,0.69929,0.36449,1.94491,1.12481,0.02342,0.000491339,0.000491339,0.000491339
65,1024.98,1.48514,0.97403,0.01023,0.55957,0.63643,0.65158,0.33777,1.92471,1.26446,0.02278,0.000487805,0.000487805,0.000487805
66,1040.06,1.46942,0.97462,0.01034,0.66891,0.69643,0.72813,0.38212,1.85254,1.2043,0.02251,0.000484271,0.000484271,0.000484271
67,1055.13,1.49586,0.96011,0.00973,0.75951,0.63238,0.71001,0.37017,1.81837,1.1975,0.02253,0.000480736,0.000480736,0.000480736
68,1070.19,1.48057,0.97469,0.01004,0.713,0.70496,0.74006,0.38159,1.84238,1.17788,0.02302,0.000477202,0.000477202,0.000477202
