epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,1059.66,1.59004,1.23223,0.01123,0.5486,0.67333,0.64302,0.68607,0.34977,1.87813,1.24437,0.02374,0.000586765,0.000586765,0.000586765
38,1087.13,1.60564,1.24907,0.01119,0.54878,0.75719,0.5274,0.66787,0.34672,1.80152,1.47312,0.02353,0.000583231,0.000583231,0.000583231
39,1114.53,1.57833,1.19058,0.01141,0.54322,0.58079,0.74095,0.73392,0.37984,1.84319,1.25668,0.02415,0.000579697,0.000579697,0.000579697
40,1142.25,1.58087,1.19706,0.01123,0.5384,0.66015,0.58191,0.67215,0.34848,1.79815,1.43216,0.02259,0.000576162,0.000576162,0.000576162
41,1169.75,1.5639,1.17631,0.01125,0.53567,0.74325,0.63176,0.66955,0.32864,1.8795,1.40675,0.02346,0.000572628,0.000572628,0.000572628
42,1196.95,1.59264,1.17507,0.01142,0.52841,0.66615,0.67949,0.7193,0.36196,1.88565,1.16974,0.02436,0.000569094,0.000569094,0.000569094
43,1224.35,1.5857,1.20097,0.01125,0.52025,0.74038,0.62982,0.70897,0.3721,1.83255,1.267,0.02287,0.000565559,0.000565559,0.000565559
44,1252.49,1.56406,1.13517,0.01114,0.52039,0.72593,0.66193,0.72734,0.37342,1.82502,1.2313,0.02304,0.000562025,0.000562025,0.000562025
45,1280.13,1.56284,1.12919,0.01085,0.51207,0.66301,0.59783,0.64528,0.346,1.81833,1.31651,0.02262,0.000558491,0.000558491,0.000558491
46,1307.98,1.57003,1.13688,0.01126,0.51042,0.64805,0.71831,0.71688,0.36388,1.87512,1.24013,0.02338,0.000554956,0.000554956,0.000554956
47,1335.7,1.57068,1.11232,0.01099,0.50713,0.63846,0.67926,0.69479,0.35989,1.84627,1.27887,0.02327,0.000551422,0.000551422,0.000551422
48,1363.42,1.56092,1.09764,0.01108,0.50089,0.70549,0.64588,0.68775,0.35897,1.85093,1.19418,0.02264,0.000547888,0.000547888,0.000547888
49,1391.28,1.55328,1.09124,0.01108,0.49944,0.65876,0.68985,0.71475,0.38478,1.79183,1.20205,0.02183,0.000544354,0.000544354,0.000544354
50,1419.25,1.55715,1.10685,0.01092,0.48925,0.66426,0.69191,0.69652,0.36671,1.85034,1.25742,0.023,0.000540819,0.000540819,0.000540819
51,1447.41,1.54716,1.08176,0.01111,0.48918,0.73723,0.63802,0.7309,0.37811,1.84546,1.19851,0.02282,0.000537285,0.000537285,0.000537285
52,1475.47,1.51936,1.0561,0.01044,0.48379,0.73094,0.66418,0.72299,0.38728,1.81484,1.19447,0.02164,0.000533751,0.000533751,0.000533751
53,1503.82,1.54387,1.03056,0.01048,0.47874,0.68694,0.72113,0.72331,0.37619,1.83336,1.28099,0.02142,0.000530216,0.000530216,0.000530216
54,1532.05,1.53595,1.04968,0.01054,0.47815,0.71761,0.62446,0.69345,0.35737,1.89185,1.33685,0.02326,0.000526682,0.000526682,0.000526682
55,1560.46,1.53677,1.04413,0.01078,0.47348,0.69667,0.67826,0.70852,0.34439,1.92468,1.2857,0.02412,0.000523148,0.000523148,0.000523148
56,1588.83,1.52008,1.02456,0.0101,0.46552,0.66556,0.68933,0.70912,0.37052,1.91974,1.22539,0.02341,0.000519613,0.000519613,0.000519613
57,1617.46,1.51864,1.05122,0.01031,0.46759,0.73689,0.68128,0.73619,0.38029,1.83506,1.21217,0.02249,0.000516079,0.000516079,0.000516079
58,1646.84,1.52004,1.02004,0.01061,0.46653,0.65805,0.643,0.67987,0.35991,1.80269,1.30832,0.02228,0.000512545,0.000512545,0.000512545
59,1676.26,1.51251,1.03405,0.01015,0.45998,0.72314,0.60974,0.67178,0.34093,1.93815,1.41186,0.02395,0.000509011,0.000509011,0.000509011
60,1704.75,1.49877,1.00317,0.01028,0.45394,0.68788,0.70664,0.74666,0.39136,1.79651,1.16155,0.02165,0.000505476,0.000505476,0.000505476
61,1733.8,1.50531,0.95749,0.01042,0.45737,0.58751,0.62963,0.61584,0.31349,2.03166,1.45003,0.02556,0.000501942,0.000501942,0.000501942
62,1762.04,1.494,0.99617,0.01023,0.45456,0.69666,0.73011,0.73998,0.3746,1.84135,1.13515,0.0218,0.000498408,0.000498408,0.000498408
63,1790.19,1.47557,0.95179,0.00983,0.4485,0.63635,0.74268,0.73186,0.38381,1.83606,1.25524,0.02221,0.000494873,0.000494873,0.000494873
64,1817.93,1.48905,0.96106,0.01004,0.44572,0.74395,0.68403,0.72834,0.38081,1.84551,1.16848,0.02209,0.000491339,0.000491339,0.000491339
65,1845.26,1.46502,0.95069,0.00994,0.4448,0.80012,0.57197,0.7078,0.36413,1.84577,1.16299,0.02196,0.000487805,0.000487805,0.000487805
66,1872.6,1.46157,0.94087,0.01014,0.44076,0.70951,0.68389,0.7367,0.389,1.83286,1.21092,0.02211,0.000484271,0.000484271,0.000484271
67,1900.03,1.49218,0.93186,0.00983,0.43376,0.69672,0.66066,0.72087,0.37874,1.81789,1.24277,0.02221,0.000480736,0.000480736,0.000480736
68,1927.5,1.48623,0.9366,0.01017,0.43756,0.76473,0.67101,0.73319,0.38811,1.79639,1.19432,0.02166,0.000477202,0.000477202,0.000477202
69,1954.99,1.4689,0.93014,0.00963,0.43265,0.63664,0.68905,0.70428,0.3769,1.82921,1.15763,0.02174,0.000473668,0.000473668,0.000473668
70,1982.82,1.45322,0.89693,0.01027,0.43249,0.67065,0.67621,0.72255,0.36872,1.91583,1.18244,0.02337,0.000470133,0.000470133,0.000470133
71,2010.35,1.45287,0.90056,0.0098,0.42748,0.72519,0.63807,0.72403,0.37595,1.80818,1.20699,0.02112,0.000466599,0.000466599,0.000466599
72,2037.58,1.45397,0.90554,0.00967,0.42556,0.61883,0.67602,0.68512,0.35544,1.87843,1.32332,0.02394,0.000463065,0.000463065,0.000463065
